,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
2143,Bronchial Asthma, fatigue, cough, breathlessness, family_history
2144,Bronchial Asthma, fatigue, cough, high_fever, family_history
2145,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2146,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2147,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
2148,Bronchial Asthma, cough, high_fever, breathlessness, family_history
2149,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
2150,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2151,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
2152,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
2153,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
2154,Hypertension , headache, chest_pain, dizziness, lack_of_concentration
2155,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2156,Hypertension , headache, chest_pain, dizziness, loss_of_balance
2157,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
2158,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
2159,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
2160,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2161,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
2162,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
2163,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
2164,Migraine, acidity, indigestion, headache, excessive_hunger
2165,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2166,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2167,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2168,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2169,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
2170,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2171,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2172,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
2173,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
2174,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
2175,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
2176,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2177,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
2178,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
2179,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
2180,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2181,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2182,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
2183,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
2184,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
2185,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
2186,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
2187,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
2188,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
2189,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
2190,Jaundice,itching, vomiting, fatigue, weight_loss
2191,Jaundice,itching, vomiting, fatigue, weight_loss
2192,Jaundice, vomiting, fatigue, weight_loss, high_fever
2193,Jaundice,itching, fatigue, weight_loss, high_fever
2194,Jaundice,itching, vomiting, weight_loss, high_fever
2195,Jaundice,itching, vomiting, fatigue, high_fever
2196,Jaundice,itching, vomiting, fatigue, weight_loss
2197,Jaundice,itching, vomiting, fatigue, weight_loss
2198,Jaundice,itching, vomiting, fatigue, weight_loss
2199,Jaundice,itching, vomiting, fatigue, weight_loss
2200,Malaria, chills, vomiting, high_fever, sweating
2201,Malaria, chills, vomiting, high_fever, sweating
2202,Malaria, chills, vomiting, high_fever, sweating
2203,Malaria, vomiting, high_fever, sweating, headache
2204,Malaria, chills, high_fever, sweating, headache
2205,Malaria, chills, vomiting, sweating, headache
2206,Malaria, chills, vomiting, high_fever, headache
2207,Malaria, chills, vomiting, high_fever, sweating
2208,Malaria, chills, vomiting, high_fever, sweating
2209,Malaria, chills, vomiting, high_fever, sweating
2210,Chicken pox,itching, skin_rash, fatigue, lethargy
2211,Chicken pox, skin_rash, fatigue, lethargy, high_fever
2212,Chicken pox,itching, fatigue, lethargy, high_fever
2213,Chicken pox,itching, skin_rash, lethargy, high_fever
2214,Chicken pox,itching, skin_rash, fatigue, high_fever
2215,Chicken pox,itching, skin_rash, fatigue, lethargy
2216,Chicken pox,itching, skin_rash, fatigue, lethargy
2217,Chicken pox,itching, skin_rash, fatigue, lethargy
2218,Chicken pox,itching, skin_rash, fatigue, lethargy
2219,Chicken pox,itching, skin_rash, fatigue, lethargy
2220,Dengue, skin_rash, chills, joint_pain, vomiting
2221,Dengue, skin_rash, chills, joint_pain, vomiting
2222,Dengue, skin_rash, chills, joint_pain, vomiting
2223,Dengue, skin_rash, chills, joint_pain, vomiting
2224,Dengue, chills, joint_pain, vomiting, fatigue
2225,Dengue, skin_rash, joint_pain, vomiting, fatigue
2226,Dengue, skin_rash, chills, vomiting, fatigue
2227,Dengue, skin_rash, chills, joint_pain, fatigue
2228,Dengue, skin_rash, chills, joint_pain, vomiting
2229,Dengue, skin_rash, chills, joint_pain, vomiting
2230,Typhoid, chills, vomiting, fatigue, high_fever
2231,Typhoid, chills, vomiting, fatigue, high_fever
2232,Typhoid, chills, vomiting, fatigue, high_fever
2233,Typhoid, chills, vomiting, fatigue, high_fever
2234,Typhoid, chills, vomiting, fatigue, high_fever
2235,Typhoid, chills, vomiting, fatigue, high_fever
2236,Typhoid, chills, vomiting, fatigue, high_fever
2237,Typhoid, chills, vomiting, fatigue, high_fever
2238,Typhoid, chills, vomiting, fatigue, high_fever
2239,Typhoid, chills, fatigue, high_fever, headache
2240,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2241,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2242,hepatitis A, vomiting, yellowish_skin, dark_urine, nausea
2243,hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea
2244,hepatitis A, joint_pain, vomiting, dark_urine, nausea
2245,hepatitis A, joint_pain, vomiting, yellowish_skin, nausea
2246,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2247,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2248,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2249,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
2250,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2251,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2252,Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine
2253,Hepatitis B,itching, lethargy, yellowish_skin, dark_urine
2254,Hepatitis B,itching, fatigue, yellowish_skin, dark_urine
2255,Hepatitis B,itching, fatigue, lethargy, dark_urine
2256,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2257,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2258,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2259,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
2260,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2261,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2262,Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
2263,Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
2264,Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
2265,Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes
2266,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2267,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2268,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2269,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
2270,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2271,Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine
2272,Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine
2273,Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine
2274,Hepatitis D, joint_pain, vomiting, fatigue, dark_urine
2275,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2276,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2277,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2278,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2279,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
2280,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2281,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2282,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2283,Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin
2284,Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin
2285,Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin
2286,Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin
2287,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2288,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2289,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
2290,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2291,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2292,Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
2293,Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
2294,Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
2295,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
2296,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2297,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2298,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2299,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
2300,Tuberculosis, chills, vomiting, fatigue, weight_loss
2301,Tuberculosis, chills, vomiting, fatigue, weight_loss
2302,Tuberculosis, vomiting, fatigue, weight_loss, cough
2303,Tuberculosis, chills, fatigue, weight_loss, cough
2304,Tuberculosis, chills, vomiting, weight_loss, cough
2305,Tuberculosis, chills, vomiting, fatigue, cough
2306,Tuberculosis, chills, vomiting, fatigue, weight_loss
2307,Tuberculosis, chills, vomiting, fatigue, weight_loss
2308,Tuberculosis, chills, vomiting, fatigue, weight_loss
2309,Tuberculosis, chills, vomiting, fatigue, weight_loss
2310,Common Cold, continuous_sneezing, chills, fatigue, cough
2311,Common Cold, continuous_sneezing, chills, fatigue, cough
2312,Common Cold, chills, fatigue, cough, high_fever
2313,Common Cold, continuous_sneezing, fatigue, cough, high_fever
2314,Common Cold, continuous_sneezing, chills, cough, high_fever
2315,Common Cold, continuous_sneezing, chills, fatigue, high_fever
2316,Common Cold, continuous_sneezing, chills, fatigue, cough
2317,Common Cold, continuous_sneezing, chills, fatigue, cough
2318,Common Cold, continuous_sneezing, chills, fatigue, cough
2319,Common Cold, continuous_sneezing, chills, fatigue, cough
2320,Pneumonia, chills, fatigue, cough, high_fever
2321,Pneumonia, chills, fatigue, cough, high_fever
2322,Pneumonia, chills, fatigue, cough, high_fever
2323,Pneumonia, fatigue, cough, high_fever, breathlessness
2324,Pneumonia, chills, cough, high_fever, breathlessness
2325,Pneumonia, chills, fatigue, high_fever, breathlessness
2326,Pneumonia, chills, fatigue, cough, breathlessness
2327,Pneumonia, chills, fatigue, cough, high_fever
2328,Pneumonia, chills, fatigue, cough, high_fever
2329,Pneumonia, chills, fatigue, cough, high_fever
2330,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2331,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2332,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2333,Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
2334,Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus
2335,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus
2336,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus
2337,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2338,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2339,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
2340,Heart attack, vomiting, breathlessness, sweating, chest_pain
2341,Heart attack, vomiting, breathlessness, sweating, chest_pain
2342,Heart attack, breathlessness, sweating, chest_pain,
2343,Heart attack, vomiting, sweating, chest_pain,
2344,Heart attack, vomiting, breathlessness, chest_pain,
2345,Heart attack, vomiting, breathlessness, sweating,
2346,Heart attack, vomiting, breathlessness, sweating, chest_pain
2347,Heart attack, breathlessness, sweating, chest_pain,
2348,Heart attack, vomiting, sweating, chest_pain,
2349,Heart attack, vomiting, breathlessness, chest_pain,
2350,Varicose veins, fatigue, cramps, bruising, obesity
2351,Varicose veins, fatigue, cramps, bruising, obesity
2352,Varicose veins, cramps, bruising, obesity, swollen_legs
2353,Varicose veins, fatigue, bruising, obesity, swollen_legs
2354,Varicose veins, fatigue, cramps, obesity, swollen_legs
2355,Varicose veins, fatigue, cramps, bruising, swollen_legs
2356,Varicose veins, fatigue, cramps, bruising, obesity
2357,Varicose veins, fatigue, cramps, bruising, obesity
2358,Varicose veins, fatigue, cramps, bruising, obesity
2359,Varicose veins, fatigue, cramps, bruising, obesity
2360,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2361,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2362,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
2363,Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
2364,Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
2365,Hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
2366,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
2367,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2368,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2369,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
2370,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2371,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2372,Hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
2373,Hyperthyroidism, fatigue, weight_loss, restlessness, sweating
2374,Hyperthyroidism, fatigue, mood_swings, restlessness, sweating
2375,Hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
2376,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2377,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2378,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2379,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
2380,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2381,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2382,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2383,Hypoglycemia, fatigue, anxiety, sweating, headache
2384,Hypoglycemia, vomiting, anxiety, sweating, headache
